Date,transactions
2018-06-20,"[{'amount': 430, 'dt': Timestamp('2018-06-20 20:00:00+0000', tz='UTC'), 'price': 46.64331, 'order_id': '8d054ca6d129457281e6592135bfcfc5', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-06-21,"[{'amount': -430, 'dt': Timestamp('2018-06-21 20:00:00+0000', tz='UTC'), 'price': 46.346815, 'order_id': '9218060c095248e6b5d30f817d872365', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-06-22,"[{'amount': 429, 'dt': Timestamp('2018-06-22 20:00:00+0000', tz='UTC'), 'price': 46.253115, 'order_id': 'feebb800ec944af1af7ba2a9971f5a83', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-06-25,"[{'amount': 2, 'dt': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'price': 45.56277, 'order_id': '00a3529b15854af0bc695f43a4cd4d5d', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -429, 'dt': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'price': 45.51723, 'order_id': '4e5f3e582e4a470693db4cb91618ac58', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-06-26,"[{'amount': 434, 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'price': 46.133055, 'order_id': '2a9c4eb4800b44cf91682ce844ead3fe', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -2, 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'price': 46.086945, 'order_id': '8523723533914faa9010ce33897b86b1', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-06-27,"[{'amount': -434, 'dt': Timestamp('2018-06-27 20:00:00+0000', tz='UTC'), 'price': 46.01698, 'order_id': '39f55513d03c48b6a6a23e9626ec93e1', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-06-28,[]
2018-06-29,[]
2018-07-02,[]
2018-07-03,[]
2018-07-05,[]
2018-07-06,[]
2018-07-09,[]
2018-07-10,[]
2018-07-11,[]
2018-07-12,[]
2018-07-13,[]
2018-07-16,[]
2018-07-17,[]
2018-07-18,[]
2018-07-19,[]
2018-07-20,[]
2018-07-23,[]
2018-07-24,[]
2018-07-25,[]
2018-07-26,[]
2018-07-27,[]
2018-07-30,[]
2018-07-31,[]
2018-08-01,[]
2018-08-02,[]
2018-08-03,[]
2018-08-06,[]
2018-08-07,[]
2018-08-08,[]
2018-08-09,[]
2018-08-10,[]
2018-08-13,[]
2018-08-14,[]
2018-08-15,[]
2018-08-16,[]
2018-08-17,[]
2018-08-20,[]
2018-08-21,[]
2018-08-22,[]
2018-08-23,[]
2018-08-24,[]
2018-08-27,[]
2018-08-28,[]
2018-08-29,[]
2018-08-30,[]
2018-08-31,[]
2018-09-04,[]
2018-09-05,[]
2018-09-06,[]
2018-09-07,[]
2018-09-10,[]
2018-09-11,[]
2018-09-12,[]
2018-09-13,[]
2018-09-14,[]
2018-09-17,[]
2018-09-18,[]
2018-09-19,[]
2018-09-20,[]
2018-09-21,[]
2018-09-24,[]
2018-09-25,[]
2018-09-26,[]
2018-09-27,[]
2018-09-28,[]
2018-10-01,[]
2018-10-02,[]
2018-10-03,[]
2018-10-04,[]
2018-10-05,[]
2018-10-08,[]
2018-10-09,[]
2018-10-10,[]
2018-10-11,"[{'amount': 367, 'dt': Timestamp('2018-10-11 20:00:00+0000', tz='UTC'), 'price': 53.636805, 'order_id': 'd3e88917807b4fd49bf117fe891b9050', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-10-12,"[{'amount': 3, 'dt': Timestamp('2018-10-12 20:00:00+0000', tz='UTC'), 'price': 55.557765, 'order_id': '75c8a7a9a5e949eebfba4da374400624', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -367, 'dt': Timestamp('2018-10-12 20:00:00+0000', tz='UTC'), 'price': 55.502235, 'order_id': '1566b7fbccab43b28c8841d8b1ec973d', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-10-15,"[{'amount': -3, 'dt': Timestamp('2018-10-15 20:00:00+0000', tz='UTC'), 'price': 54.312830000000005, 'order_id': '9a709995a57a42508c3fd88e7840f782', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-10-16,[]
2018-10-17,[]
2018-10-18,[]
2018-10-19,[]
2018-10-22,[]
2018-10-23,[]
2018-10-24,[]
2018-10-25,[]
2018-10-26,[]
2018-10-29,[]
2018-10-30,"[{'amount': 376, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 53.356665, 'order_id': '91c120984d8348b4afcb7dc4c7f7b49e', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-10-31,"[{'amount': -376, 'dt': Timestamp('2018-10-31 20:00:00+0000', tz='UTC'), 'price': 54.69264, 'order_id': '27ad4723e8ae4a8796e04b7ea1003a82', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-01,[]
2018-11-02,[]
2018-11-05,"[{'amount': 387, 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'price': 50.4252, 'order_id': 'f0afb7260807460ba48a817ad0ef6e43', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-06,"[{'amount': 11, 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'price': 50.965469999999996, 'order_id': '80587a93e642430090aef5c0626d063f', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -387, 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'price': 50.91453, 'order_id': 'd281b5191e0d428283ffbb69a0bcf53c', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-07,"[{'amount': 384, 'dt': Timestamp('2018-11-07 21:00:00+0000', tz='UTC'), 'price': 52.516245000000005, 'order_id': '50528c4aecc940659c288195937e0bea', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -11, 'dt': Timestamp('2018-11-07 21:00:00+0000', tz='UTC'), 'price': 52.463755, 'order_id': 'c02da0cf467e4501b175cd3bf32db272', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-08,"[{'amount': -384, 'dt': Timestamp('2018-11-08 21:00:00+0000', tz='UTC'), 'price': 52.09394, 'order_id': '2f2a58677573470190c5f282e6cbf0e8', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-09,[]
2018-11-12,"[{'amount': 393, 'dt': Timestamp('2018-11-12 21:00:00+0000', tz='UTC'), 'price': 48.56427, 'order_id': '12dcc034e8c64e4fa687422c6d7303ce', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-13,"[{'amount': 21, 'dt': Timestamp('2018-11-13 21:00:00+0000', tz='UTC'), 'price': 48.084030000000006, 'order_id': 'b69666ce66ab4739980bfeb24cfdbf15', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -393, 'dt': Timestamp('2018-11-13 21:00:00+0000', tz='UTC'), 'price': 48.03597, 'order_id': '74051ce6efde4cdd914a3ca7577735be', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-14,"[{'amount': 396, 'dt': Timestamp('2018-11-14 21:00:00+0000', tz='UTC'), 'price': 46.72335, 'order_id': '89de4766d3ef44ecb7183cb773222eea', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -21, 'dt': Timestamp('2018-11-14 21:00:00+0000', tz='UTC'), 'price': 46.67665, 'order_id': '7439936391d14f0b9e1446897132d268', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-15,"[{'amount': 33, 'dt': Timestamp('2018-11-15 21:00:00+0000', tz='UTC'), 'price': 47.873925, 'order_id': 'dc6d029b55374074802f4773da8eed21', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -396, 'dt': Timestamp('2018-11-15 21:00:00+0000', tz='UTC'), 'price': 47.826075, 'order_id': '1e2ae666f1044249a968e2f634f141dd', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-16,"[{'amount': 388, 'dt': Timestamp('2018-11-16 21:00:00+0000', tz='UTC'), 'price': 48.40419, 'order_id': '70865477b96c44e4a164e26afb8538a8', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -33, 'dt': Timestamp('2018-11-16 21:00:00+0000', tz='UTC'), 'price': 48.355810000000005, 'order_id': '20b3635f19b14f229921113dc04d561b', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-19,"[{'amount': -388, 'dt': Timestamp('2018-11-19 21:00:00+0000', tz='UTC'), 'price': 46.446765, 'order_id': '4be5e5a4554b4fe2aa35f79ee10a3567', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-20,"[{'amount': 430, 'dt': Timestamp('2018-11-20 21:00:00+0000', tz='UTC'), 'price': 44.26212, 'order_id': '6fe6a7d7be9240a180f1dc05f59c268c', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-21,"[{'amount': 21, 'dt': Timestamp('2018-11-21 21:00:00+0000', tz='UTC'), 'price': 44.212095, 'order_id': 'de25824928384b62a4d3118c32073199', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -430, 'dt': Timestamp('2018-11-21 21:00:00+0000', tz='UTC'), 'price': 44.167905, 'order_id': 'b91bc840f145421282771a774fe12a77', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-23,"[{'amount': 431, 'dt': Timestamp('2018-11-23 18:00:00+0000', tz='UTC'), 'price': 43.091535, 'order_id': '6ddcad2cb6a84d6eaec47f5f8672731b', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -21, 'dt': Timestamp('2018-11-23 18:00:00+0000', tz='UTC'), 'price': 43.048465, 'order_id': '75cb43cc6bee4e4f852cd0be101391bd', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-26,"[{'amount': 32, 'dt': Timestamp('2018-11-26 21:00:00+0000', tz='UTC'), 'price': 43.671825, 'order_id': '1408a3f7da304e679341c0cfea1d4004', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -431, 'dt': Timestamp('2018-11-26 21:00:00+0000', tz='UTC'), 'price': 43.628175, 'order_id': '0eb95276ff0243ac99775311197bbe00', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-27,"[{'amount': 426, 'dt': Timestamp('2018-11-27 21:00:00+0000', tz='UTC'), 'price': 43.58178, 'order_id': '9e9f65b2bf3b4935be445130617593c4', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -32, 'dt': Timestamp('2018-11-27 21:00:00+0000', tz='UTC'), 'price': 43.53822, 'order_id': '8faaf638d06747f7bd4f71a6833287fb', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-28,"[{'amount': -426, 'dt': Timestamp('2018-11-28 21:00:00+0000', tz='UTC'), 'price': 45.21738, 'order_id': '1ba6e0abf2d64edda8c13db92b70a975', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-11-29,[]
2018-11-30,[]
2018-12-03,[]
2018-12-04,[]
2018-12-06,[]
2018-12-07,[]
2018-12-10,[]
2018-12-11,[]
2018-12-12,[]
2018-12-13,[]
2018-12-14,[]
2018-12-17,[]
2018-12-18,"[{'amount': 492, 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'price': 41.540760000000006, 'order_id': 'e1c603b3b06b4923954f8ac14e2a06ed', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-12-19,"[{'amount': -492, 'dt': Timestamp('2018-12-19 21:00:00+0000', tz='UTC'), 'price': 40.199889999999996, 'order_id': 'd43b703fac724764a044f9aee4c3b641', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-12-20,"[{'amount': 498, 'dt': Timestamp('2018-12-20 21:00:00+0000', tz='UTC'), 'price': 39.229605, 'order_id': '7ed0e41a5bfa4dc0b1e2f13e05b8de6a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-12-21,"[{'amount': 12, 'dt': Timestamp('2018-12-21 21:00:00+0000', tz='UTC'), 'price': 37.69884, 'order_id': '2a8b10e6bf844dcaa179864c46831583', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -498, 'dt': Timestamp('2018-12-21 21:00:00+0000', tz='UTC'), 'price': 37.66116, 'order_id': 'e2c8848c71c34510a595cb850ee2299f', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-12-24,"[{'amount': 515, 'dt': Timestamp('2018-12-24 18:00:00+0000', tz='UTC'), 'price': 36.728355, 'order_id': '1fb549dfd2904edda23331d344ad7701', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -12, 'dt': Timestamp('2018-12-24 18:00:00+0000', tz='UTC'), 'price': 36.691645, 'order_id': '05d869c44c804d8e97fab8bb3be8d7ff', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-12-26,"[{'amount': 26, 'dt': Timestamp('2018-12-26 21:00:00+0000', tz='UTC'), 'price': 39.309644999999996, 'order_id': '07aad50d41874a92a9ebfb69e0382783', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -515, 'dt': Timestamp('2018-12-26 21:00:00+0000', tz='UTC'), 'price': 39.270355, 'order_id': '156fdde2e782434393691f19cd9a6bd8', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-12-27,"[{'amount': -26, 'dt': Timestamp('2018-12-27 21:00:00+0000', tz='UTC'), 'price': 39.02048, 'order_id': '2c5e9c7bf65e4588802db699d2ba4cdc', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2018-12-28,[]
2018-12-31,[]
2019-01-02,[]
2019-01-03,[]
2019-01-04,"[{'amount': 566, 'dt': Timestamp('2019-01-04 21:00:00+0000', tz='UTC'), 'price': 37.07853, 'order_id': '41815409c3f24e4784d7f192ac866c13', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-01-07,"[{'amount': -566, 'dt': Timestamp('2019-01-07 21:00:00+0000', tz='UTC'), 'price': 36.961510000000004, 'order_id': 'f7be9a7f3f1d4c5bb8d09de3bbd45f61', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-01-08,[]
2019-01-09,[]
2019-01-10,[]
2019-01-11,[]
2019-01-14,[]
2019-01-15,[]
2019-01-16,[]
2019-01-17,[]
2019-01-18,[]
2019-01-22,[]
2019-01-23,[]
2019-01-24,[]
2019-01-25,[]
2019-01-28,[]
2019-01-29,[]
2019-01-30,[]
2019-01-31,[]
2019-02-01,[]
2019-02-04,[]
2019-02-05,[]
2019-02-06,[]
2019-02-07,[]
2019-02-08,[]
2019-02-11,[]
2019-02-12,[]
2019-02-13,[]
2019-02-14,[]
2019-02-15,[]
2019-02-19,[]
2019-02-20,[]
2019-02-21,[]
2019-02-22,[]
2019-02-25,[]
2019-02-26,[]
2019-02-27,[]
2019-02-28,[]
2019-03-01,[]
2019-03-04,[]
2019-03-05,[]
2019-03-06,[]
2019-03-07,[]
2019-03-08,[]
2019-03-11,[]
2019-03-12,[]
2019-03-13,[]
2019-03-14,[]
2019-03-15,[]
2019-03-18,[]
2019-03-19,[]
2019-03-20,[]
2019-03-21,[]
2019-03-22,[]
2019-03-25,[]
2019-03-26,[]
2019-03-27,[]
2019-03-28,[]
2019-03-29,[]
2019-04-01,[]
2019-04-02,[]
2019-04-03,[]
2019-04-04,[]
2019-04-05,[]
2019-04-08,[]
2019-04-09,[]
2019-04-10,[]
2019-04-11,[]
2019-04-12,[]
2019-04-15,[]
2019-04-16,[]
2019-04-17,[]
2019-04-18,[]
2019-04-22,[]
2019-04-23,[]
2019-04-24,[]
2019-04-25,[]
2019-04-26,[]
2019-04-29,[]
2019-04-30,[]
2019-05-01,[]
2019-05-02,[]
2019-05-03,[]
2019-05-06,[]
2019-05-07,[]
2019-05-08,[]
2019-05-09,[]
2019-05-10,[]
2019-05-13,"[{'amount': 408, 'dt': Timestamp('2019-05-13 20:00:00+0000', tz='UTC'), 'price': 46.453215, 'order_id': '4ee9e8a3283f432daa3d5e281dab58df', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-14,"[{'amount': 25, 'dt': Timestamp('2019-05-14 20:00:00+0000', tz='UTC'), 'price': 47.193585, 'order_id': '8dc07963667d42eaba86326bc792a056', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -408, 'dt': Timestamp('2019-05-14 20:00:00+0000', tz='UTC'), 'price': 47.146415000000005, 'order_id': 'fcd89f01b0eb49a5a81ab6c7c46f0942', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-15,"[{'amount': 402, 'dt': Timestamp('2019-05-15 20:00:00+0000', tz='UTC'), 'price': 47.753865000000005, 'order_id': '59a1259a8ac849adb55e52a91d885d55', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -25, 'dt': Timestamp('2019-05-15 20:00:00+0000', tz='UTC'), 'price': 47.706135, 'order_id': '76a60514130c499c92e8192f2a2fc854', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-16,"[{'amount': 20, 'dt': Timestamp('2019-05-16 20:00:00+0000', tz='UTC'), 'price': 47.543760000000006, 'order_id': '8aaea729874d4ec8bb852bb0b19c4d35', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -402, 'dt': Timestamp('2019-05-16 20:00:00+0000', tz='UTC'), 'price': 47.49624, 'order_id': '417a3fe7635849f0b1df4eb2fd9435a2', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-17,"[{'amount': 404, 'dt': Timestamp('2019-05-17 20:00:00+0000', tz='UTC'), 'price': 47.273625, 'order_id': 'f0b19545805740dfbfbc5b594e35a24e', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -20, 'dt': Timestamp('2019-05-17 20:00:00+0000', tz='UTC'), 'price': 47.226375, 'order_id': 'b41c2c1672164caf8bc8fb0277347439', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-20,"[{'amount': 22, 'dt': Timestamp('2019-05-20 20:00:00+0000', tz='UTC'), 'price': 45.792885000000005, 'order_id': 'd9fa1c249ecf49b49e49a8c1e8eb46fd', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -404, 'dt': Timestamp('2019-05-20 20:00:00+0000', tz='UTC'), 'price': 45.747115, 'order_id': 'fddbafd7d8884dc2a4493504a415c523', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-21,"[{'amount': 415, 'dt': Timestamp('2019-05-21 20:00:00+0000', tz='UTC'), 'price': 46.673325, 'order_id': 'de498ffc0ef649f39db5f38d6038c6ff', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -22, 'dt': Timestamp('2019-05-21 20:00:00+0000', tz='UTC'), 'price': 46.626675, 'order_id': '6b9660132ff948098f0b799ef140b3c4', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-22,"[{'amount': -415, 'dt': Timestamp('2019-05-22 20:00:00+0000', tz='UTC'), 'price': 45.667155, 'order_id': '45203007209e44359e420ff524b79df3', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-23,"[{'amount': 436, 'dt': Timestamp('2019-05-23 20:00:00+0000', tz='UTC'), 'price': 44.942460000000004, 'order_id': '52c107596c5a41179c12321167c361ae', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-24,"[{'amount': 8, 'dt': Timestamp('2019-05-24 20:00:00+0000', tz='UTC'), 'price': 44.762370000000004, 'order_id': '9ca575a937c64fb4a4617e6276d3de79', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -436, 'dt': Timestamp('2019-05-24 20:00:00+0000', tz='UTC'), 'price': 44.71763, 'order_id': '308f1a085e3f445d853e5d78df14add8', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-28,"[{'amount': 437, 'dt': Timestamp('2019-05-28 20:00:00+0000', tz='UTC'), 'price': 44.582280000000004, 'order_id': '34bb2ec1f933459299d8a8d0b0a2de3f', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -8, 'dt': Timestamp('2019-05-28 20:00:00+0000', tz='UTC'), 'price': 44.53772, 'order_id': 'c0a5acf44a244dee83e5f8ef1047b880', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-29,"[{'amount': -437, 'dt': Timestamp('2019-05-29 20:00:00+0000', tz='UTC'), 'price': 44.327825000000004, 'order_id': 'df83737b9d1d42bfb269abef576d33d5', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-05-30,[]
2019-05-31,[]
2019-06-03,[]
2019-06-04,[]
2019-06-05,[]
2019-06-06,[]
2019-06-07,[]
2019-06-10,[]
2019-06-11,[]
2019-06-12,[]
2019-06-13,[]
2019-06-14,[]
2019-06-17,[]
2019-06-18,[]
2019-06-19,[]
2019-06-20,[]
2019-06-21,[]
2019-06-24,[]
2019-06-25,[]
2019-06-26,[]
2019-06-27,[]
2019-06-28,[]
2019-07-01,[]
2019-07-02,[]
2019-07-03,[]
2019-07-05,[]
2019-07-08,[]
2019-07-09,[]
2019-07-10,[]
2019-07-11,[]
2019-07-12,[]
2019-07-15,[]
2019-07-16,[]
2019-07-17,[]
2019-07-18,[]
2019-07-19,[]
2019-07-22,[]
2019-07-23,[]
2019-07-24,[]
2019-07-25,[]
2019-07-26,[]
2019-07-29,[]
2019-07-30,[]
2019-07-31,[]
2019-08-01,[]
2019-08-02,[]
2019-08-05,[]
2019-08-06,"[{'amount': 412, 'dt': Timestamp('2019-08-06 20:00:00+0000', tz='UTC'), 'price': 49.274625, 'order_id': '6940b4b0c65344dcb004c3fcc8dcabdd', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-08-07,"[{'amount': -7, 'dt': Timestamp('2019-08-07 20:00:00+0000', tz='UTC'), 'price': 49.735119999999995, 'order_id': 'e8901792926d45eeb0cff88027d521a7', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -412, 'dt': Timestamp('2019-08-07 20:00:00+0000', tz='UTC'), 'price': 49.735119999999995, 'order_id': '139ece7761644c32871305cea659ddc3', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-08-08,"[{'amount': 7, 'dt': Timestamp('2019-08-08 20:00:00+0000', tz='UTC'), 'price': 50.88543, 'order_id': '757f15125f0243418f8e67bff7aba125', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2019-08-09,[]
2019-08-12,[]
2019-08-13,[]
2019-08-14,[]
2019-08-15,[]
2019-08-16,[]
2019-08-19,[]
2019-08-20,[]
2019-08-21,[]
2019-08-22,[]
2019-08-23,[]
2019-08-26,[]
2019-08-27,[]
2019-08-28,[]
2019-08-29,[]
2019-08-30,[]
2019-09-03,[]
2019-09-04,[]
2019-09-05,[]
2019-09-06,[]
2019-09-09,[]
2019-09-10,[]
2019-09-11,[]
2019-09-12,[]
2019-09-13,[]
2019-09-16,[]
2019-09-17,[]
2019-09-18,[]
2019-09-19,[]
2019-09-20,[]
2019-09-23,[]
2019-09-24,[]
2019-09-25,[]
2019-09-26,[]
2019-09-27,[]
2019-09-30,[]
2019-10-01,[]
2019-10-02,[]
2019-10-03,[]
2019-10-04,[]
2019-10-07,[]
2019-10-08,[]
2019-10-09,[]
2019-10-10,[]
2019-10-11,[]
2019-10-14,[]
2019-10-15,[]
2019-10-16,[]
2019-10-17,[]
2019-10-18,[]
2019-10-21,[]
2019-10-22,[]
2019-10-23,[]
2019-10-24,[]
2019-10-25,[]
2019-10-28,[]
2019-10-29,[]
2019-10-30,[]
2019-10-31,[]
2019-11-01,[]
2019-11-04,[]
2019-11-05,[]
2019-11-06,[]
2019-11-07,[]
2019-11-08,[]
2019-11-11,[]
2019-11-12,[]
2019-11-13,[]
2019-11-14,[]
2019-11-15,[]
2019-11-18,[]
2019-11-19,[]
2019-11-20,[]
2019-11-21,[]
2019-11-22,[]
2019-11-25,[]
2019-11-26,[]
2019-11-27,[]
2019-11-29,[]
2019-12-02,[]
2019-12-03,[]
2019-12-04,[]
2019-12-05,[]
2019-12-06,[]
2019-12-09,[]
2019-12-10,[]
2019-12-11,[]
2019-12-12,[]
2019-12-13,[]
2019-12-16,[]
2019-12-17,[]
2019-12-18,[]
2019-12-19,[]
2019-12-20,[]
2019-12-23,[]
2019-12-24,[]
2019-12-26,[]
2019-12-27,[]
2019-12-30,[]
2019-12-31,[]
2020-01-02,[]
2020-01-03,[]
2020-01-06,[]
2020-01-07,[]
2020-01-08,[]
2020-01-09,[]
2020-01-10,[]
2020-01-13,[]
2020-01-14,[]
2020-01-15,[]
2020-01-16,[]
2020-01-17,[]
2020-01-21,[]
2020-01-22,[]
2020-01-23,[]
2020-01-24,[]
2020-01-27,[]
2020-01-28,[]
2020-01-29,[]
2020-01-30,[]
2020-01-31,[]
2020-02-03,[]
2020-02-04,[]
2020-02-05,[]
2020-02-06,[]
2020-02-07,[]
2020-02-10,[]
2020-02-11,[]
2020-02-12,[]
2020-02-13,[]
2020-02-14,[]
2020-02-18,[]
2020-02-19,[]
2020-02-20,[]
2020-02-21,[]
2020-02-24,[]
2020-02-25,"[{'amount': 267, 'dt': Timestamp('2020-02-25 21:00:00+0000', tz='UTC'), 'price': 72.05601, 'order_id': '4650f96e109b44fb8fa5dbe7d690f821', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-02-26,"[{'amount': 10, 'dt': Timestamp('2020-02-26 21:00:00+0000', tz='UTC'), 'price': 73.19658, 'order_id': 'c00d29e311df4aadaef1a368ed4b183e', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -267, 'dt': Timestamp('2020-02-26 21:00:00+0000', tz='UTC'), 'price': 73.12342, 'order_id': '279848446fff45cabf5a3fe702e19393', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-02-27,"[{'amount': 263, 'dt': Timestamp('2020-02-27 21:00:00+0000', tz='UTC'), 'price': 68.41418999999999, 'order_id': '094e7024c5a9409691adfc052ea51c1e', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -10, 'dt': Timestamp('2020-02-27 21:00:00+0000', tz='UTC'), 'price': 68.34581, 'order_id': 'fd45ae182b0342fa818b9ad1502fa647', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-02-28,"[{'amount': 29, 'dt': Timestamp('2020-02-28 21:00:00+0000', tz='UTC'), 'price': 68.37417, 'order_id': 'c70d51739c25486c94c3d9b43b112bc6', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -263, 'dt': Timestamp('2020-02-28 21:00:00+0000', tz='UTC'), 'price': 68.30583, 'order_id': '11a603a660314cb9a97d176218d87fe1', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-02,"[{'amount': 263, 'dt': Timestamp('2020-03-02 21:00:00+0000', tz='UTC'), 'price': 74.73735, 'order_id': 'ef00a5f3734346b3a02dad2a052d8448', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -29, 'dt': Timestamp('2020-03-02 21:00:00+0000', tz='UTC'), 'price': 74.66265, 'order_id': 'a793e859933b4c70a7e5db70b0bd9d46', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-03,"[{'amount': -263, 'dt': Timestamp('2020-03-03 21:00:00+0000', tz='UTC'), 'price': 72.293835, 'order_id': 'c9e3d875d59a4b93b0ec69caccd19792', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-04,[]
2020-03-05,[]
2020-03-06,[]
2020-03-09,[]
2020-03-10,"[{'amount': 299, 'dt': Timestamp('2020-03-10 20:00:00+0000', tz='UTC'), 'price': 71.36566499999999, 'order_id': '2e967579af404e6a959540ad7896996a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-11,"[{'amount': -299, 'dt': Timestamp('2020-03-11 20:00:00+0000', tz='UTC'), 'price': 68.82557, 'order_id': 'a5f4a85a1e9a4cf1be7e998f079a68bb', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-12,[]
